Tweet,Message/tweets,positive,negative,polarity
2577, CBCNS New popup shelters coming for Halifax amid COVID19 spread httpst.coXxRZc3Bg4z httpst.coKfKZt6dTDi,,,neutral
2578, jhalifax Online Spring Practice Period by donation with Monshin Overley Sensei Shinzan Palma Roshi Joan Halifax Kozan Palevsky K,,,neutral
2579, CBCNS New popup shelters coming for Halifax amid COVID19 spread httpst.coXxRZc3Bg4z httpst.coKfKZt6dTDi,,,neutral
2580,New popup shelters coming for Halifax amid COVID19 spread httpst.coXxRZc3Bg4z httpst.coKfKZt6dTDi,,,neutral
2581, TimCowlishaw SELFQUARANTINE BOOK CLUB Day 16  I would venture to say most folks in this country dont know of this WWI disaster up,,disaster,negative
2582, gtmcknight A treasure trove in the obscure and underappreciated field of disaster sociology. The book investigates the social conse,treasure,"disaster, obscure",negative
2583,AllOutttaAngst Barclays Id say thats automated email and the text is the one to listen to. A friend got one from Halifax and called and they said we wknt be charging on this account.,,,neutral
2584,Holland America is another Carnival Brand and Frequent called in Halifax. this ship is due in July. httpst.couP1IWAFsI0,,,neutral
2585," WayeMason Coronavirus Update 7  March 27 2020  Updates for landlords tenants as well resources for our community 

halifax nspol",well,,positive
2586," chowdownevents We love the York Minster... but help ThePieceHall win the Welcome2Yorks iconic buildings Quarter Final 

VOTE BELOW","love, win",,positive
2587, McgrawCory Ive never seen Ahern Avenue in Halifax this bare during the work week. Usually both sides are lined with cars. CTVAtlanti,work,,positive
2588, minibubbly So some people in Halifax decided to have a St. Patricks Day celebration at their home.  So far 5 people have come down,celebration,,positive
2589,"6 friends 6 series

MASH
The West Wing
ER
The L Word for cultural impact
Last Tango In Halifax
Gentleman Jack

Tagging ouibrandi slobear writesamswrite SarahWatson42 drmattdambrosio kerensacadenas httpst.coQpI80beZps",,,neutral
2590,ICYMI Spring has sprung Emily Tregunno of Halifax Seed shares some simple and easy ways to get the whole family involved with gardening at home. Watch httpst.coS7rYrklTvX httpst.coakOSS1Ki7L,easy,,positive
2591, minibubbly So some people in Halifax decided to have a St. Patricks Day celebration at their home.  So far 5 people have come down,celebration,,positive
2592,We were not so lucky yet.  AirCanada responded to our claim for flight cancelation due to maintenance issue and 7 h delay in reaching dest March 6 with a vague excuse. Hoping they review the events of that day flight 1666 from Hfx and compensate all the affected folks. httpst.cofR058zIp6k,lucky,"delay, issue, vague",negative
2593,Halifax withdraws mortages offered through brokers  HalifaxBank icymi httpst.cokSNFcsrGBl,,,neutral
2594,moliveiradev LKost09 Was it in Halifax too,,,neutral
2595,Road construction for the Shore Road Bridge replacement project will begin on Monday March 30. More information httpst.co0ijYQW79tW,,,neutral
2596,CFL BrodieLawson RandyAmbrosie Whats thoughts on Halifax game,,,neutral
2597,Check out my interview with the Halifax Courier  httpst.coalIKvFKPTE,,,neutral
2598," WYPBenDoughty Partnership resources from Calderdale and WYPCldrValleys WYPHalifax deploying across district.
 Please stay home a",,,neutral
2599," WayeMason Coronavirus Update 7  March 27 2020  Updates for landlords tenants as well resources for our community 

halifax nspol",well,,positive
2600," EvapopefanxWR fayeftvanity Amy and Robert 
Rachel and Eddie
Vanessa and charity
Me and XxgemidodgerxX 
Kylie  ok thats mostly my",,,neutral
2601, devourerofpests Bro I was told wed cruise the seas for American gold We werent planning to fire no guns now Im a broken man O,gold,broken,neutral
2602,MacdonaldBridge  Dartmouth to Halifax Activity Traffic conditions Dartmouth bound light volumes Halifax bound light volumes drive with care,,,neutral
2603, gracemcc45 Hey halifax  can we start a list of nonfood local biz that are doing doorstep deliveries for online ordering Link to we,,,neutral
2604, sarahleblanc23 Shoutout to RBC for being so considerate of their customers. Just received a courtesy call from an advisor at their Ha,considerate,,positive
2605, jessehitchcock Hi Halifax I went to the grocery store yesterday and am going to share some details so folks know what to expect I k,,,neutral
2606,Housing Trust of Nova Scotia asks for more time to start Halifax affordable housing development  SaltWire httpst.coDvtzveZoUR,"affordable, trust",,positive
2607, minibubbly So some people in Halifax decided to have a St. Patricks Day celebration at their home.  So far 5 people have come down,celebration,,positive
2608, HalifaxBank To help support our customers between 6th April and 6th July 2020 we wont charge any interest on the first 300 of your,support,,positive
2609,"Reported incubation sites for C 19
Wuhan seafood market
church in S Korea
various cruise ships
dental convention and old age home in Vancouver
mining conference in TO
Paddys Day celebration in suburban Halifax
US Senate
the palace of Westminister10 Downing Street.",celebration,,positive
2610,tentspitch Try Last Tango In Halifax  on the iplayer  there are tons of episodes...,,,neutral
2611,Azyiah Easley Rising Junior from Halifax County High School the best DB in the south side of Virginia sportsthread JoeNemith3 DBNation    httpst.coz5J6c2rHCn,best,,positive
2612, Halifax Friday Night Shenanigans is LIVE httpst.coBczvZVrWv4 httpst.co5PvlLKIn4b,,,neutral
2613,Halifax I like that  face,like,,positive
2614,Halifax httpst.cotfVOcnjU6c,,,neutral
2615,Friday Night Shenanigans is LIVE httpst.coBczvZVrWv4 httpst.co5PvlLKIn4b,,,neutral
2616,Halifax Intermediaries to relaunch over 60 LTV deals httpst.co4JzKYunifr,,,neutral
2617,bruh i just realized the buses in Halifax now on a reduced schedule ,,,neutral
2618," MortgageStrat Halifax for Intermediaries and BM Solutions to bring back higherLTVs

httpst.coquM86Ci9PP",,,neutral
2619,"ICYMI

To play for the firstteam squad itd be amazing itd be a dream come true.

FC Halifax Town Youngster Benn dreaming of firstteam breakthrough

httpst.cogAmWgM9VOz","amazing, breakthrough",,positive
2620, gilmcgowan Shandros behaviour raises questions about his suitability as health minister during the COVID19 pandemic says political,,,neutral
2621, BikeMayorHfx Inspired by rapid change around the world I collaborated with IBIKEHFX WalknRollHfx amp bicyclens on a letter to Hali,rapid,,positive
2622,Azyiah Easley Rising Junior from Halifax County High School the best DB in the south side of Virginia sportsthread JoeNemith3 DBNation,best,,positive
2623," halifaxnoise From colorfulourei 
My Covid Warrior Family

It means so much to us that YOU stay home for US while WE save lives",,,neutral
2624," WYPBenDoughty Partnership resources from Calderdale and WYPCldrValleys WYPHalifax deploying across district.
 Please stay home a",,,neutral
2625,HalifaxReTales Loved their black forest cake.,loved,,positive
2626,Halifax is now streaming PLAYERUNKNOWNS BATTLEGROUNDS httpst.col8oIFwyyXC,,,neutral
2627," WYPBenDoughty Partnership resources from Calderdale and WYPCldrValleys WYPHalifax deploying across district.
 Please stay home a",,,neutral
2628,RodShirtless DavidFl32814060 RugbyAM ClaretnG leedsrhinos HalifaxRLFC Thank you,thank,,positive
2629, gilmcgowan Shandros behaviour raises questions about his suitability as health minister during the COVID19 pandemic says political,,,neutral
2630," SeaAndBeScene HAVE YOU HEARD
cbc will be broadcasting HYENA ROAD starring PaulGross amp NLfella allanhawco this Saturday as part",,,neutral
2631,HeartYorkshire soo my son Taylor was supposed to be on stage at Halifax theatre from yesterday to Saturday doing a show now we are sat playing magic the gathering. But if a poor trade off lol. From Viki Chris and Taylor x,magic,poor,neutral
2632,"Halifax for Intermediaries and BM Solutions to bring back higherLTVs

httpst.coquM86Ci9PP",,,neutral
2633,"Coronavirus Update 7  March 27 2020  Updates for landlords tenants as well resources for our community 

halifax nspoli covid19ns

httpst.cof2cs3NLhwK",well,,positive
2634,KingOfDonair Cant wait to be able to travel back home to Halifax again. Its going to be like Donair Wars Return of the spit.  halifax novascotia stayinghome donair,like,,positive
2635, CanopyCan If you havent done so already get voting grahammynott Bibbyoncoops CVCLT1 HOTCEOHalifax marcvernon  You know what,,,neutral
2636,jessethomas21 BillZebedee Isnt this the old advisory for the Halifax locations,,,neutral
2637,Noble Halifaxs secretbar is now delivering to your door The reality of the COVID19 restrictions have inspired themiddlespoon to get creative.Congratulations on your marketing pivot If you are in the delivery area please support them httpst.coPVRvjyOelL httpst.coI2UNRzA2cI,"noble, support",,positive
2638,Styrer89 HalifaxRLFC Keep going mate Im keeping fit by Cycling by Myself Gym down cellar I only play masters rugby but need to keep fit,masters,,positive
2639,"Week two of lockdown and currently trying to work out my cats Myers Briggs Type Indicators. For the record

Taz ESFJ
Halifax ISTP
And the sadly departed Tara was INFJ",work,sadly,neutral
2640,"Dear twitter community 
Does anyone have any contacts for childcare support in Halifax and Hamilton for healthcare providers in the frontline covid19Canada 
DrYousefq8Neuro DalhousieU mchchildrens McMasterU MacHealthSci DalAlumni DalMedSchool",support,,positive
2641, minibubbly So some people in Halifax decided to have a St. Patricks Day celebration at their home.  So far 5 people have come down,celebration,,positive
2642, adamfromhell moving to halifax is the male version of getting bangs,,,neutral
2643,HalifaxBank Before I write to Mr HortaOsrio again please give me an email address where I can contact Halifax by email.  Im disabled and cant use a phone.,,disabled,negative
2644, FirstWestYorks From Monday 30th March a new key worker timetable will be in operation. Exclusions apply for PampR Temple Green Closed,,,neutral
2645,HalifaxRLFC Yes salty my favourite ally cat,,,neutral
2646,"Call 9024250168 to fill the yummiest bag of candy
candy pickup delivery sayitwithcandy halifaxgiftcard Halifax weekend treats httpst.coTo5trXHksW httpst.coRCG8khJhEh",,,neutral
2647,Webster Terrace Luxury Residence  Halifax NS Canada   The Pinnacle List httpst.coBZU1eZHzCU,"luxury, pinnacle",,positive
2648, gilmcgowan Shandros behaviour raises questions about his suitability as health minister during the COVID19 pandemic says political,,,neutral
2649,"Hey halifax  can we start a list of nonfood local biz that are doing doorstep deliveries for online ordering Link to websites or social media please

 and comment with what you know 
HalifaxReTales",,,neutral
2650,This lil nigga messaged me saying I stole his shoes 3 years ago in Halifax ,,stole,negative
2651,CANCELLED Dont forget that Geordie Brown in Concert scheduled for this evening has been cancelled. If you have not yet arranged for a refund please read here httpst.coyjX3qJhXmk. Halifax httpst.codzQcnOmt4T,refund,,positive
2652,Ive started HfxHelpers to mark local Halifax people and businesses who are selflessly stepping up to help our community through Covid19. I intend it to record those who deserve our support now amp when businesses reopen.   Feel free to share httpst.co1z0xVSveTb,"free, support",,positive
2653,"fayeftvanity Amy and Robert 
Rachel and Eddie
Vanessa and charity
Me and XxgemidodgerxX 
Kylie  ok thats mostly my fault but still
Going to the library
Costa
Musicals 
Amanda Mealing 
Strictly
Last tango in Halifax 
The split
When I make reddie references using songs that make u cry ",,"cry, fault, split, strictly",negative
2654,"Partnership resources from Calderdale and WYPCldrValleys WYPHalifax deploying across district.
 Please stay home and know where your kids are.

Focused patrols after issues highlighted  today by cllrs.

BellengerCllr httpst.cowLvo3SuIfS",,issues,negative
2655, gilmcgowan Shandros behaviour raises questions about his suitability as health minister during the COVID19 pandemic says political,,,neutral
2656, NatashaPace JUST IN Nova Scotia now has 90 confirmed cases of COVID19. 17 new cases have been identified Halifax,,,neutral
2657,Were going to reassess the situation in May. UPDATE re COVID19 and the 2020 Halifax Summer Opera Festival httpst.cohEUzpRWuXR via HalifaxOpera,,,neutral
2658,This could go one of two ways  Ill be buying my first house in 18 months when Im 32 or in 15 years when Im 46. httpst.coY8sLf5sDHt,,,neutral
2659, adamfromhell moving to halifax is the male version of getting bangs,,,neutral
2660,Were going to reassess the situation in May. UPDATE re COVID19 and the 2020 Halifax Summer Opera Festival httpst.coFMzsgbvJlR via HalifaxOpera,,,neutral
2661,If you havent done so already get voting grahammynott Bibbyoncoops CVCLT1 HOTCEOHalifax marcvernon  You know what to do httpst.coeNoQIMBbVl,,,neutral
2662,"PIEDMONT ALLDISTRICT TEAMS

1st
Troy Brandon  Martinsville
Jahiem Niblett  Martinsville
Kevon Ferrell  Halifax
Kapone Barley  GW
Courdae Gravely   MV
Kameron Roberts  Halifax
Taevon Walden  GW 
Jamison Graves  Tunstall

POY Troy Brandon
COY Jermaine Parker",,gravely,negative
2663, gilmcgowan Shandros behaviour raises questions about his suitability as health minister during the COVID19 pandemic says political,,,neutral
2664," chowdownevents We love the York Minster... but help ThePieceHall win the Welcome2Yorks iconic buildings Quarter Final 

VOTE BELOW","love, win",,positive
2665,emclayton6 YorkMinster I suppose youll be supporting Halifax httpst.co6xwGECx9F6,supporting,,positive
2666, HalifaxBank To help support our customers between 6th April and 6th July 2020 we wont charge any interest on the first 300 of your,support,,positive
2667,NLL GeorgiaSwarmLAX Havent watched a game not on tv but whoever the best player on the Thunderbirds is. Definitely gonna go watch a game in Halifax next season,best,,positive
2668,WYPPCWILLIS Please be very careful Martin. Halifax is absolutely wedged with idiots wandering about visiting one another or just looking for an excuse. Many of these have cars. If anyone coughs at you just taser them.,,idiots,negative
2669, devourerofpests Bro I was told wed cruise the seas for American gold We werent planning to fire no guns now Im a broken man O,gold,broken,neutral
2670,Halifax Transit now says it is operating at full service today update httpst.coTgjEX4OdpZ via HalifaxToday,,,neutral
2671, harlickjen People in the north end have started an outdoor art gallery Can i get a retweet from all you Halifax peeps girrlfriday,,,neutral
2672,davinbnt Didnt Halifaxs Kevon Ferrell make 1st team,,,neutral
2673, LaingHouse A few phone numbers to keep on hand during these challenging times. If you need help Laing House is here visit httpst.co,,challenging,negative
2674, katiehartai The economic realities of COVID19 are hitting hard already. This lineup outside of the Cash Money on Robie Street in Hal,,hard,negative
2675, FirstWestYorks From Monday 30th March a new key worker timetable will be in operation. Exclusions apply for PampR Temple Green Closed,,,neutral
2676,"PIEDMONT ALLDISTRICT TEAMS

2nd
Dominic Gill  Bassett
Spencer Hairston  Magna Vista
Jaden Waller  Halifax
Jakobe  Dixon  GW
Donavon Howard  GW
Ddric Rogers  Tunstall
Tavin Hairston  Magna Vista
Davon Jennings  Halifax",,,neutral
2677, FelixhuddsCat Vote for the Piece Hall in Halifax A lovely place. Well worth a visit when things return to normal httpst.cohW0goFh,"lovely, well, worth",,positive
2678, McgrawCory Ive never seen Ahern Avenue in Halifax this bare during the work week. Usually both sides are lined with cars. CTVAtlanti,work,,positive
2679, JenWilliamsMEN There will be a Nightingale hospital at the Manchester Central Convention Complex confirms Sir Simon Stevens. You read,,complex,negative
2680,Stread23 ihmtennis avanroy austratalks So Germany Japan all of Scandinavia England France many other European countries idk about the checks part idk where you read that happening everywhere Canada basically every other country comparable to the US has free health care and higher education,free,,positive
2681,"P.C. sanaz.gharibi.photography
itdcanada quote quotes quoteoftheday motivation wisdom faith student school college work study education dreams career goals careergoals careerpath vancouver vancity vancouverbc canada canadalife immigration photooftheday httpst.cocPVOH4wxXl","faith, wisdom, work",,positive
2682, OBrienIPH On WorldRefugeeDay we would like to acknowledge our dedicated colleagues at the Institutes RefugeeHealth platform  a cl,"dedicated, like",,positive
2683,Stay strong world Stay home stay inside do a puzzle use your imagination to travel 3dpuzzle puzzle cntower canada ontario toronto education flattenthecurve isolation quarantine montreal jouetsloltoys toystore httpst.coYHsmxsb4L3,strong,isolation,neutral
2684,"Stay Home Stay Safe

We have confirmed seats from Cambrian At Hanson for May intake for the students in Canada already. Grab the opportunity today contact

Ms. Simmi
1 6478910647
Ext 110109

intake students may education studyabroad studyincanada studyvisa httpst.cogHfNrnXjvp",safe,,positive
2685,In Canadian academic organizations 90 of the harassment and discrimination cases are kept quiet. That tells you that pretty bad narcissists are teaching us. httpst.coxTgYvNi5S4 AbusedinCanada abuse Canada,pretty,"abuse, bad, discrimination, harassment",negative
2686, DMDNDSMMDN Please see DefenceTeam update regarding civilian employees impacted by cessation of training and education activities at,,,neutral
2687, DMDNDSMMDN 47 Some DefenceTeam developments this week with regards to cessation of most training and education activities in CAF in,,,neutral
2688, DMDNDSMMDN Please see DefenceTeam update regarding civilian employees impacted by cessation of training and education activities at,,,neutral
2689,See how Microsoft s powerful devices and tools work with our IT solutions to help drive DigitalTransformation httpst.cosf2KtL9PiM MicrosoftEdu Canada httpst.comjGIqkY2Yb,"powerful, work",,positive
2690,47 Some DefenceTeam developments this week with regards to cessation of most training and education activities in CAF institutions. Recent update relevant to DND civilian employees here httpst.coy8wDUCYHjk,,,neutral
2691,"What did Unions give us  via smediannetwork

.Medium medium blog essay news politics government capitalism socialism Unions Labor WorkersRights Work education america canada organizedlabor uspolitics cdnpoli ukpoli
httpst.cow930eunZi0",work,,positive
2692, ResistanceSean Whew Lawd. Americans really dont know much about the world. Comments I have seen about Canada on Facebook are scary. W,,,neutral
2693, DMDNDSMMDN Please see DefenceTeam update regarding civilian employees impacted by cessation of training and education activities at,,,neutral
2694, uOttawaEdu PhyllisDalley professeure  la Facult dducation de lUniversit dOttawa sexprime sur la question de linscurit li,,,neutral
2695, Asmodeeoff Julieuscanada A2S94 MmelaCPE Mme moi  19 ans qui suis avec mon pre pour confinement je supporte pas. Cest pas,,,neutral
2696,The education world has been turned upside down Education learning via httpst.cou14WxAYdRI httpst.conHgXKPpXK0,,,neutral
2697, ResistanceSean Whew Lawd. Americans really dont know much about the world. Comments I have seen about Canada on Facebook are scary. W,,,neutral
2698,With the end of spring break looming on Monday B.C. still hasnt revealed how students will continue their education as they and their parents struggle to deal with COVID19 school shutdowns httpst.coJhJ4YbsiYy schools BritishColumbia coronavirus,,"break, struggle",negative
2699, LangleyChamber HAPPENING TODAY  SmallBusinessBC Webinar from 300 pm to 400 pm  Supplying Essential Goods and Services to the Gov,,,neutral
2700,HAPPENING TODAY  SmallBusinessBC Webinar from 300 pm to 400 pm  Supplying Essential Goods and Services to the Government of Canada COVID19  register here httpst.co3y0ohjEKJk httpst.coHyfu0Ib2kT,,,neutral
2701,Whew Lawd. Americans really dont know much about the world. Comments I have seen about Canada on Facebook are scary. We really are failing at basic education.,,failing,negative
2702, ProbablyMrGreco Virtual classrooms and YouTube story times childrens education under COVID19 httpst.conKeO6SLYD9,,,neutral
2703,"captainstardust VTVeteran ellleem My experience has definitely been that modern education in Canada and the US is inherently ableist so Im trying to mitigate my own bias.

But I think we can hold teachers to higher standards.",modern,,positive
2704,"Read our blog on COVID19 symptoms to look out for selfisolation advice and ways you can help your community. 

httpst.coWLnBmuWD5a

canada canadianteacher coronavirus wellbeing teacher",wellbeing,symptoms,neutral
2705,New Order Makes SelfIsolation Mandatory for Individuals Entering Canada GouvQc   httpst.coDfdzjEevTV Ontario Health,,,neutral
2706, ASTMH Applications are now being accepted for the 2020 CTropMed Exam taking place Nov 14 at the Metro Toronto Convention Centre To,,,neutral
2707,Join our experts from Logitech Google and the USDLA to learn how to navigate through the new normal for remotelearning and education. httpst.coSEXYvm5fCu LogiLife,,,neutral
2708, GIS4Teachers Good news The ArcGIS for K12 Schools program which made available ArcGISOnline available for FREE to all K12 schools,"available, free, good",,positive
2709, GIS4Teachers Good news The ArcGIS for K12 Schools program which made available ArcGISOnline available for FREE to all K12 schools,"available, free, good",,positive
2710,".UBCEduc Professor Marina MilnerBolotin expects steep increase in online learning to continue beyond the pandemic. via globeandmail 

httpst.coxmOJhME2tb",,steep,negative
2711, WaytowichNeil I hope that COVID19 serves as a reminder that Canadas public health system requires massive investments and a strengt,,,neutral
2712,"Good news The ArcGIS for K12 Schools program which made available ArcGISOnline available for FREE to all K12 schools across Canada has been EXTENDED for another 5 years If you dont yet have an account sign up now and start your learning adventure
httpst.coLrmzuFaivx httpst.conGWLaaCvG9","available, free, good",,positive
2713," TundeTASH Top 10

 Sites to learn Excel for free
 Sites for Free Online Education
 Sites for your career
 Sites to review your re","excel, free, top",,positive
2714," Olufemiloye Let me be honest with you

What countries like Canada give you is not money it is opportunities

What you are able to d","honest, like",,positive
2715, ColinAitchison Alberta ahead of the game. In Alberta the education ministry clearly set out a game plan 10 days before most students,clearly,,positive
2716, ColinAitchison Alberta ahead of the game. In Alberta the education ministry clearly set out a game plan 10 days before most students,clearly,,positive
2717, OUPLaw To support institutions affected by COVID19 we are providing temporary free access to digital OUP Higher Education texts and r,"free, support",,positive
2718,"lynchem1 Also abolish our system and adopt Canadas. 
httpst.co2eMF1dy5O2",,abolish,negative
2719,See how Microsoft s powerful devices and tools work with our IT solutions to help drive DigitalTransformation httpst.cosf2KtL9PiM MicrosoftEdu Canada httpst.coCx2XW01SF9,"powerful, work",,positive
2720, linguistlist Calls Study Abroad Research in Second Language Acquisition and International Education Call for Papers Study Abroad Re,,,neutral
2721, Mmeisacote The education world has been turned upside down Online learning may reshape the classroom onlinelearning education  ht,,,neutral
2722,"Our previous AB Govt made small mistakes when handling their caucus members and self corrected. Kenney is running a corrupt and incompetent regime in the areas of Justice Health Environment and Education. Bullies protect bullies. FireShandroNow
httpst.coLl2EYr8hFH",protect,"bullies, corrupt, incompetent, mistakes",negative
2723,propagandhi And education. Yes its not perfect in Canada but... far better than youknowwho.,"better, perfect",,positive
2724,theAutistech Hi there were sorry youre having difficulties accessing migration support for 0365 Education. Unfortunately TechSoup Canada is not involved in the management of that particular programwish we could do more to help,support,"difficulties, sorry, unfortunately",negative
2725, DMDNDSMMDN Please see DefenceTeam update regarding civilian employees impacted by cessation of training and education activities at,,,neutral
2726, HandmaidAlberta Who the Fampamp cares Theres a pandemic on. Oh I forgot. Ideological causes dont stop during a pandemic for the UCP s,,,neutral
2727, DMDNDSMMDN Please see DefenceTeam update regarding civilian employees impacted by cessation of training and education activities at,,,neutral
2728, DMDNDSMMDN Please see DefenceTeam update regarding civilian employees impacted by cessation of training and education activities at,,,neutral
2729, DMDNDSMMDN Please see DefenceTeam update regarding civilian employees impacted by cessation of training and education activities at,,,neutral
2730, DMDNDSMMDN Please see DefenceTeam update regarding civilian employees impacted by cessation of training and education activities at,,,neutral
2731,Dont submit then quit. Apply for jobs like Student  Personal Support Worker PSW Education Initiative at VON Canada then look for people you might know at the company. You might be able to reach out to HR directly. Ready to apply Check out the link in our bio.,"like, ready, support",,positive
2732,The designated frequently asked questions page on the site says school districts have been asked to put learning opportunities in place for students as soon as practically possible no later than midApril. httpst.co3ENnz9m6ix httpst.coMSZmELMilQ,,,neutral
2733,"Alberta ahead of the game. In Alberta the education ministry clearly set out a game plan 10 days before most students there were set to resume their education. abed ableg

httpst.coArHZeWVI",clearly,,positive
2734,Julieuscanada A2S94 MmelaCPE Mme moi  19 ans qui suis avec mon pre pour confinement je supporte pas. Cest pas forcment lducation cest le fait dtre uniquement enferm avec les mmes personnes qui sont suprieurs  toi,,,neutral
2735,Please see the Deputy Ministers update regarding temporary cessation of most education and training activities within the CAF  httpst.cok02HeuIBQc httpst.co4bCnuVozMa,,,neutral
2736, DMDNDSMMDN Please see DefenceTeam update regarding civilian employees impacted by cessation of training and education activities at,,,neutral
2737,Were starting a new chapter in public education. There is a huge learning curve that students teachers and parents will be navigating together Please be kind to our Teachers as we embark on this thing called eLearning. adapted from FB post sasked COVID19SK choosekind httpst.coqV8ideMqW6,,,neutral
2738, DMDNDSMMDN Please see DefenceTeam update regarding civilian employees impacted by cessation of training and education activities at,,,neutral
2739,"Women are vastly underrepresented in STEM jobs and among STEM degree holders despite making up nearly half of the workforce.

 HuffPost Canada discusses leadership in STEM and the challenges women face in the field httpst.coKQYlklgf0n",,,neutral
2740," Olufemiloye Let me be honest with you

What countries like Canada give you is not money it is opportunities

What you are able to d","honest, like",,positive
2741, ScholarsAtRisk DrPaulaJohnson President of Wellesley explains how higher education can move forward in this moment Leading with val,leading,,positive
2742, DMDNDSMMDN Please see DefenceTeam update regarding civilian employees impacted by cessation of training and education activities at,,,neutral
2743," Olufemiloye Let me be honest with you

What countries like Canada give you is not money it is opportunities

What you are able to d","honest, like",,positive
2744,According to a World Education Services study over 80 percent of skilled workers find a job in Canada  most in permanent positions. If youre a skilled worker interested in moving here check out the free Visto portal to learn more and start the process. httpst.coXdVABfnvVy,"free, skilled",,positive
2745, DMDNDSMMDN Please see DefenceTeam update regarding civilian employees impacted by cessation of training and education activities at,,,neutral
2746," Olufemiloye Let me be honest with you

What countries like Canada give you is not money it is opportunities

What you are able to d","honest, like",,positive
2747,"Planning to pursue MBA Canada has a globally recognized worldclass education system and is considered one of the best places to pursue MBA. Know more on our website.

Canada Education Degree MBA

httpst.con6l3AjBFld",best,,positive
2748," TundeTASH Top 10

 Sites to learn Excel for free
 Sites for Free Online Education
 Sites for your career
 Sites to review your re","excel, free, top",,positive
2749, DMDNDSMMDN Please see DefenceTeam update regarding civilian employees impacted by cessation of training and education activities at,,,neutral
2750, scottsantens When a basic income guarantee was tested in Canada in the 1970s teen males decided to quit their jobs and go back to fin,guarantee,,positive
2751, DMDNDSMMDN Please see DefenceTeam update regarding civilian employees impacted by cessation of training and education activities at,,,neutral
2752, DMDNDSMMDN Please see DefenceTeam update regarding civilian employees impacted by cessation of training and education activities at,,,neutral
2753,Please see DefenceTeam update regarding civilian employees impacted by cessation of training and education activities at CAF institutions httpst.coy8wDUCYHjk,,,neutral
2754, tyshacholic Crazy how in crisis the rules can change. Doctors with foreign countries education are now qualified worldwide yet if the,qualified,"crazy, crisis",negative
2755,I appreciate how much work goes into these plans but Id still appreciate hearing it from the school board amp not through the news I also heard that schools in BC would close indefinitely through the news 24 hours before VSB announced it via email httpst.coPz82bufTN7,"appreciate, work",,positive
2756,"Education Assessing Authorities for Canada PR httpst.conrJDdw75sm via YouTube
CanadaPR Expressentry",,,neutral
2757,"Learn about the process of importing goods into Canada from start to finish. Join Max Vitali in How to Start Importing into Canada on April 3rd conducted in a webinar format.

Register here httpst.cov5HAmKA0BI httpst.coJh789vGUQd",,,neutral
2758,Nouveau dcret dauto isolement obligatoire pour les personnes entrant au Canada  httpst.coqIHZybCP5W Generale,,,neutral
2759,StartupCanada CommFdnsCanada Q9 great Question. When you look at an employee as a business owner you are looking for the skills that are required for the job not based on gender.  Ensure policies are put in place and enforced. Access to education is important. startupchats startupimpact,great,,positive
2760, scottsantens When a basic income guarantee was tested in Canada in the 1970s teen males decided to quit their jobs and go back to fin,guarantee,,positive
2761, uOttawaEdu .uOttawa Faculty of Education professors Michelle Hagerman mshagerman  and Joel Westheimer joelwestheimer offer tips,,,neutral
2762, needlsJustin A9 13 and underrepresented groups as part of their team. Otherwise they would have to provide resources like sponsorshi,like,,positive
2763, OilsandsAction The energy industry is a major economic engine for Canada and supports hundreds of thousands of families across the cou,supports,,positive
2764, christinewhone StartupCanada CommFdnsCanada A8 Implement education training amp professional development opportunities created amp des,,,neutral
2765," TundeTASH Top 10

 Sites to learn Excel for free
 Sites for Free Online Education
 Sites for your career
 Sites to review your re","excel, free, top",,positive
2766,StartupCanada CommFdnsCanada A8 Implement education training amp professional development opportunities created amp designed for women. If you are a leader business sector why not establish a Bcorp Profit for your social good project and be a wellrounded leader balancing profit and purpose. StartupChats,good,,positive
2767,"StartupCanada CommFdnsCanada Support their continuing education and training opportunities. Hire interns that need the chance to learn and prove. Government even provides subsidies to support internships. 
Mentormentee relationships also really help to navigate career.
startupchats startupimpact",support,,positive
2768,"2020 EDUCATION SUMMIT IS GOING VIUAL
OAMRS is supporting MDMS across Canada. Earn up to 6 accredited hours of education from the comfort of your home. The theme is Synergy through Connection.
FREE for OAMRS members 
Saturday May 2
930am  330pm 
httpst.coDsGUt9476y httpst.coo7s3L0x1kQ","comfort, free, supporting",,positive
2769," MacroMilan We need to have financial education be taught in Canada.

Its sad watching people spend their future income pulled ahead",,sad,negative
2770,StartupCanada CommFdnsCanada A7 Its around getting corporations to recognize women at the leadership level and through the organization equitable pay increasing opportunities protecting women in the workplace promoting education training amp prof dev for women CommFdnsCanada StartupChats StartupImpact,equitable,,positive
2771," MacroMilan We need to have financial education be taught in Canada.

Its sad watching people spend their future income pulled ahead",,sad,negative
2772, HistoricaCanada New education guide Residential Schools in Canada aims to raise awareness of the history of residential schools in Canada and bring to light the importance of education in the reconciliation process. Download the guide here for free httpst.coe1hY8cmssu httpst.co6THKYgMa30,"free, reconciliation",,positive
2773," cbcnewsbc COVID confusion B.C. lags behind other jurisdictions in setting post spring break education plans 

httpst.coRR33NvWPxH",,"break, confusion, lags",negative
2774, ankitiam HCIOttawa DrSJaishankar PMOIndia Sir hereby I am requesting you to please help in returning my brother whose name is Pra,,,neutral
2775,CitImmCanada Im working with an education agency and I have a student who applied for a study permit outside Canada 2 days ago. Would he get approved within advertised processing time Or will there be any delays or suspension in services,,delays,negative
